student_size		n_intervals		iteration		RMSE		gurobi_time		janos_time		obj_val
500		10		1		0.04834599575387939		2.3391010761260986		1.1782779693603516		326.0958600638276
500		10		2		0.050587368022736084		2.2155191898345947		0.9784679412841797		307.8682426172246
500		10		3		0.05027075504447717		3.304440975189209		2.149888038635254		311.30684459305985
500		10		4		0.05049451036485127		3.048675537109375		1.8182871341705322		306.4508499275774
500		10		5		0.048503610223040776		2.069106340408325		0.8677968978881836		316.92252105741323
500		10		6		0.051678009642453455		3.0744569301605225		1.910465955734253		310.5947290588209
500		10		7		0.050906689104945294		2.1104588508605957		0.8711850643157959		315.1395822759086
500		10		8		0.05047689073638825		2.0970921516418457		0.8839309215545654		301.28136379893436
500		10		9		0.05247827112943465		2.698374032974243		1.5384809970855713		302.16978468707794
500		15		0		0.031317339015915775		6.263842821121216		4.525557994842529		308.9102402064537
500		15		1		0.03077459305862123		3.4562504291534424		1.7219221591949463		323.95144848719826
500		15		2		0.03223930092262764		6.23164701461792		4.47159481048584		305.3005195177492
500		15		3		0.0318878972147318		3.275237560272217		1.5474019050598145		308.76453634837003
500		15		4		0.032036765628869694		3.655083656311035		1.872136116027832		303.86666173703793
500		15		5		0.030873434615703157		3.481829881668091		1.752229928970337		314.841852355809
500		15		6		0.03288958289524742		4.656066417694092		2.8832738399505615		307.72614585109807
500		15		7		0.03240065616903494		6.487039089202881		4.709934949874878		312.2610615842543
500		15		8		0.03211022256994711		8.311691045761108		6.568965911865234		298.51963043202136
500		15		9		0.03331881023215325		4.082041025161743		2.3185980319976807		299.1464376628322
500		20		0		0.02293034049037098		4.826899766921997		2.558274984359741		307.5531058372362
500		20		1		0.021966698806227272		5.241174221038818		2.917720079421997		322.12589456512967
500		20		2		0.023523706523592296		4.999832630157471		2.6671500205993652		303.7976106616493
500		20		3		0.0231395336054032		5.218780040740967		2.8921151161193848		306.81460728530016
500		20		4		0.023282291145303554		8.8155357837677		6.458449840545654		302.019570779467
500		20		5		0.022519311362483377		4.8829505443573		2.6533761024475098		313.0329476209595
500		20		6		0.023986288610352822		5.347693204879761		3.0558559894561768		305.8058586592481
500		20		7		0.023467849628239144		5.171114921569824		2.774724006652832		310.62135420393173
500		20		8		0.023288303885298376		4.913568496704102		2.6248412132263184		296.8384638945133
500		20		9		0.024288097073955142		5.721835136413574		3.468126058578491		296.9511465767589
500		25		0		0.017653099301187095		7.056196689605713		4.304466009140015		306.1868789370744
500		25		1		0.01769539862299477		7.35261344909668		4.438133955001831		321.0727252044884
500		25		2		0.018503638988545422		7.165205717086792		4.1775901317596436		302.5751578755918
500		25		3		0.01834464879109382		7.078557968139648		4.266767978668213		305.7598412239407
500		25		4		0.018444899553115335		7.158545732498169		4.334411859512329		300.85975493922945
500		25		5		0.017756541447374347		7.161786794662476		4.270334959030151		311.9891951326812
500		25		6		0.018875113108645127		7.921638250350952		4.47891092300415		304.7037997030987
500		25		7		0.01822764739271611		7.036066293716431		4.236795902252197		309.1908595042977
500		25		8		0.01786859998071138		7.070645093917847		4.18604588508606		295.385907714993
500		25		9		0.019106965143902702		7.204167366027832		4.32154393196106		295.7262507777982
5000		5		0		0.11521418472769991		19.25875997543335		4.022470951080322		3108.231046858092
5000		5		1		0.11601171826802527		25.07347059249878		4.388384103775024		3115.858546142798
5000		5		2		0.11605821127154314		23.785818815231323		3.9034500122070312		3106.457547006963
5000		5		3		0.1153414191606993		22.579577445983887		5.3090879917144775		3101.5288406734117
5000		5		4		0.11633158005506994		23.245988368988037		5.539258003234863		3113.7508971259454
5000		5		5		0.11490952326989334		20.83875560760498		3.8651230335235596		3100.2295099790163
5000		5		6		0.11587344442689632		20.821455478668213		3.991831064224243		3103.4115111358146
5000		5		7		0.11516777231908244		21.568187475204468		4.694553852081299		3094.182095481742
5000		5		8		0.11526179667171196		25.999568462371826		4.300766944885254		3118.324907002235
5000		5		9		0.11565275708574285		22.537011861801147		4.22681188583374		3082.772125745073
5000		10		0		0.05008961589092121		99.49644017219543		70.98545694351196		3054.3572310717864
5000		10		1		0.05043471658303615		102.7396810054779		75.51137399673462		3061.424285457726
5000		10		2		0.0504310190822015		95.28154397010803		68.90797996520996		3050.506704333446
5000		10		3		0.05014944410043524		93.17154836654663		67.41557812690735		3047.6646900975593
5000		10		4		0.050555537050306784		96.20234537124634		69.3657660484314		3057.837514901591
5000		10		5		0.04999839302949867		73.4473762512207		46.698230028152466		3048.4425540446236
5000		10		6		0.05036700933189942		61.83801054954529		41.249993085861206		3048.3886699964896
5000		10		7		0.05005413114063785		64.57297396659851		43.90347695350647		3039.476442717761
5000		10		8		0.0501520039937281		63.18797516822815		42.45584988594055		3066.26692193352
5000		10		9		0.05025119031286509		62.84116220474243		42.13485383987427		3027.7644790766567
5000		15		0		0.03183990418497862		122.41497349739075		95.04729199409485		3028.5402528479235
5000		15		1		0.03204564272635343		120.14452981948853		92.91918802261353		3034.567258598015
5000		15		2		0.03205490180606132		119.05435466766357		91.53797698020935		3024.597621281231
5000		15		3		0.031877089700260215		128.23674249649048		100.72294807434082		3022.0029356558807
5000		15		4		0.03212689618903022		123.59763789176941		96.1048309803009		3031.233591491955
5000		15		5		0.03177532036566043		118.03976321220398		90.61210322380066		3022.592692164412
5000		15		6		0.03201384670213181		126.71484518051147		99.37945699691772		3022.1087535885586
5000		15		7		0.03182614949184957		125.92110300064087		98.36402988433838		3014.4395512678675
5000		15		8		0.031875902758597065		119.41799259185791		91.82758212089539		3040.1402005043265
5000		15		9		0.031943341344635		124.32691884040833		97.00324177742004		3001.946374703637
5000		20		0		0.023215999041859954		201.8322720527649		167.39320302009583		3010.5355179426533
5000		20		1		0.02336475045248919		219.92373132705688		185.5205159187317		3014.9819811002944
5000		20		2		0.02338270494036067		199.1947376728058		164.6107940673828		3006.1659511026796
5000		20		3		0.023268051158268462		215.65057253837585		181.09829711914062		3004.0583152047757
5000		20		4		0.023390411369301273		210.13695883750916		175.6567451953888		3011.6093221524116
5000		20		5		0.023173354021186244		204.1574170589447		169.6767280101776		3004.56636477852
5000		20		6		0.023312897800651742		215.11084699630737		180.40832901000977		3003.182167176392
5000		20		7		0.023243289220173206		215.28463172912598		180.64199900627136		2997.1290561744013
5000		20		8		0.02322875924688853		212.08527493476868		177.61459612846375		3021.7380574595954
5000		20		9		0.023280936838637648		209.45276308059692		174.7695128917694		2983.2219112078856
5000		25		0		0.01828283017141206		326.2944700717926		284.46554017066956		2999.0171639960013
5000		25		1		0.018403133915103717		343.5540087223053		301.96708488464355		3004.576418468715
5000		25		2		0.018400802399630788		355.8467366695404		312.3503210544586		2994.7217557989597
5000		25		3		0.018301841390116768		338.51141715049744		295.6738908290863		2992.6694015987955
5000		25		4		0.018427931396448483		387.9574065208435		343.91767501831055		3000.998690301364
5000		25		5		0.018249147919984898		379.66675758361816		334.67947697639465		2993.112454307139
5000		25		6		0.018381750805036033		381.84429383277893		337.0889849662781		2992.1267481258724
5000		25		7		0.018240125284968246		376.16603112220764		331.3244421482086		2985.4311576611003
5000		25		8		0.01829578731099017		346.53717041015625		302.50024795532227		3010.547649046345
5000		25		9		0.018330449597440304		361.4543445110321		317.18537306785583		2972.530563441969
